,sexo,qtd_filhos,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,posse_de_imovel_Y,posse_de_veiculo_Y
2453,1,1,1,1,1,0,3.0,False,1,0
2454,1,1,1,1,1,0,3.0,False,1,0
2455,1,1,1,1,1,0,3.0,False,1,0
2456,1,1,1,1,1,0,3.0,False,1,0
2457,0,0,1,0,0,0,2.0,False,1,0
2458,0,0,1,0,0,0,2.0,False,1,0
2459,0,0,1,1,0,0,1.0,False,1,0
2460,0,0,1,1,0,0,1.0,False,1,0
2461,0,0,1,1,0,0,1.0,False,1,0
2462,0,0,1,0,1,0,2.0,False,1,0
2463,0,0,1,0,0,0,2.0,False,1,1
2464,0,0,1,0,0,0,2.0,False,1,1
2465,0,0,1,0,0,0,2.0,False,1,1
2466,0,0,1,0,0,0,2.0,False,1,1
2467,0,0,1,0,0,0,2.0,False,1,1
2468,0,0,1,0,0,0,2.0,False,1,1
2469,0,0,1,0,0,0,2.0,False,1,1
2470,0,1,1,0,0,0,3.0,False,1,0
2471,0,1,1,1,1,0,3.0,False,1,0
2472,0,1,1,1,1,0,3.0,False,1,0
2473,0,1,1,1,1,0,3.0,False,1,0
2474,0,1,1,1,1,0,3.0,False,1,0
2475,0,1,1,1,1,0,3.0,False,1,0
2476,0,0,1,0,0,0,2.0,False,1,1
2477,0,0,1,0,0,0,2.0,False,1,1
2478,0,0,1,0,0,0,2.0,False,1,1
2479,0,0,1,0,0,0,2.0,False,1,1
2480,0,1,1,0,1,0,3.0,False,1,0
2481,0,1,1,0,1,0,3.0,False,1,0
2482,0,1,1,0,1,0,3.0,False,1,0
2483,0,1,1,0,1,0,3.0,False,1,0
2484,0,0,1,0,0,0,1.0,False,1,0
2485,0,2,1,0,1,0,4.0,False,1,1
2486,0,0,1,0,0,0,2.0,False,1,1
2487,0,0,1,0,1,0,1.0,False,1,0
2488,0,0,1,0,1,0,1.0,False,1,0
2489,0,0,1,0,1,0,1.0,False,1,0
2490,0,0,1,0,1,0,1.0,False,1,0
2491,0,0,1,0,1,0,1.0,False,1,0
2492,0,0,1,0,1,0,1.0,False,1,0
2493,1,1,1,1,1,0,2.0,False,1,0
2494,1,1,1,1,1,0,2.0,False,1,0
2495,0,0,1,0,0,0,1.0,False,1,0
2496,0,0,1,0,0,0,2.0,False,0,1
2497,0,0,1,0,0,0,2.0,False,0,1
2498,0,0,1,0,1,0,2.0,False,1,0
2499,0,0,1,0,1,0,2.0,False,1,0
2500,0,0,1,0,1,0,2.0,False,1,0
2501,0,0,1,0,0,0,2.0,False,1,1
2502,0,0,1,0,1,0,1.0,False,1,0
2503,0,0,1,0,1,0,1.0,False,1,0
2504,1,0,1,0,1,0,1.0,False,1,0
2505,0,0,1,0,0,0,2.0,False,0,0
2506,0,0,1,0,0,0,1.0,False,1,1
2507,0,0,1,0,0,0,1.0,False,1,1
2508,1,0,1,0,0,0,1.0,False,1,1
2509,1,0,1,0,0,0,1.0,False,1,1
2510,1,0,1,0,0,0,1.0,False,1,1
2511,0,1,1,0,0,0,2.0,False,1,0
2512,0,1,1,1,0,0,3.0,False,0,0
2513,0,1,1,1,0,0,3.0,False,0,0
2514,0,0,1,0,0,0,1.0,False,1,0
2515,0,0,1,0,0,0,1.0,False,1,0
2516,0,0,1,0,0,0,1.0,False,1,0
2517,0,0,1,0,0,0,1.0,False,1,0
2518,0,0,1,0,0,0,1.0,False,1,0
2519,1,0,1,1,0,0,1.0,False,0,1
2520,1,0,1,1,0,0,1.0,False,0,1
2521,1,0,1,1,0,0,1.0,False,0,1
2522,1,0,1,1,0,0,1.0,False,0,1
2523,1,0,1,1,0,0,1.0,False,0,1
2524,1,0,1,1,0,0,1.0,False,0,1
2525,1,0,1,1,0,0,1.0,False,0,1
2526,0,1,1,0,0,0,3.0,False,1,0
2527,0,0,1,0,0,0,2.0,False,1,1
2528,0,0,1,0,0,0,2.0,False,1,1
2529,0,0,1,0,0,0,1.0,False,1,1
2530,0,0,1,0,0,0,2.0,False,1,0
2531,0,0,1,0,0,0,2.0,False,1,0
2532,0,0,1,0,0,0,2.0,False,1,0
2533,1,0,1,1,1,0,2.0,False,1,0
2534,1,2,1,0,0,0,4.0,False,0,1
2535,1,2,1,0,0,0,4.0,False,0,1
2536,1,2,1,0,0,0,4.0,False,0,1
2537,1,0,1,0,1,0,2.0,False,1,1
2538,1,0,1,0,1,0,2.0,False,1,1
2539,0,0,1,0,0,0,2.0,False,1,1
2540,0,0,1,0,0,0,2.0,False,1,0
2541,0,0,1,0,1,1,1.0,False,1,0
2542,0,0,1,0,1,1,1.0,False,1,0
2543,0,0,1,0,1,1,1.0,False,1,0
2544,0,0,1,0,1,1,1.0,False,1,0
2545,1,4,1,0,0,0,6.0,False,0,1
2546,1,4,1,0,0,0,6.0,False,0,1
2547,0,1,1,0,0,0,3.0,False,1,1
2548,0,1,1,0,0,0,3.0,False,1,1
2549,0,1,1,0,0,0,3.0,False,1,1
2550,0,1,1,0,0,0,3.0,False,1,1
2551,1,0,1,0,1,0,2.0,False,1,0
2552,1,0,1,0,0,1,2.0,False,1,1
2553,1,1,1,0,1,1,3.0,False,1,1
2554,1,1,1,0,1,1,3.0,False,1,1
2555,1,1,1,0,1,1,3.0,False,1,1
2556,0,2,1,0,0,0,4.0,False,0,1
2557,0,2,1,0,0,0,4.0,False,0,1
2558,0,2,1,0,0,0,4.0,False,0,1
2559,0,1,1,0,0,0,3.0,False,0,0
2560,0,1,1,0,0,0,3.0,False,0,0
2561,0,1,1,0,0,0,3.0,False,0,0
2562,0,1,1,0,0,0,3.0,False,0,0
2563,0,1,1,0,0,0,3.0,False,0,0
2564,0,1,1,0,0,0,3.0,False,0,0
2565,0,0,1,0,1,0,1.0,False,1,0
2566,0,0,1,0,1,0,1.0,False,1,0
2567,1,0,1,0,0,0,1.0,False,1,1
2568,1,0,1,0,0,0,2.0,False,1,1
2569,1,0,1,0,0,0,2.0,False,1,1
2570,1,0,1,0,0,0,2.0,False,0,0
2571,1,0,1,0,0,0,2.0,False,0,0
2572,1,0,1,0,0,0,2.0,False,0,0
2573,1,0,1,0,0,0,2.0,False,0,0
2574,1,0,1,0,0,0,2.0,False,0,1
2575,1,0,1,0,0,0,2.0,False,0,1
2576,0,0,1,0,1,0,2.0,False,1,0
2577,0,1,1,0,0,0,2.0,False,0,1
2578,0,1,1,0,0,0,2.0,False,0,1
2579,0,0,1,1,1,0,2.0,False,1,0
2580,0,0,1,1,1,0,2.0,False,1,0
2581,0,0,1,1,1,0,2.0,False,1,0
2582,1,1,1,0,0,1,3.0,False,1,1
2583,0,0,1,0,0,0,2.0,False,1,0
2584,0,0,1,0,0,0,2.0,False,1,0
2585,0,0,1,0,0,0,1.0,False,1,0
2586,1,0,1,0,0,1,2.0,False,0,1
2587,1,0,1,0,0,1,2.0,False,0,1
2588,0,0,1,0,0,0,1.0,False,0,0
2589,0,0,1,0,0,0,1.0,False,0,0
2590,0,0,1,0,0,0,1.0,False,0,0
2591,0,0,1,0,0,0,1.0,False,0,0
2592,1,1,1,1,0,1,3.0,False,1,1
2593,1,1,1,1,0,1,3.0,False,1,1
2594,1,0,1,0,0,0,1.0,False,0,1
2595,1,0,1,0,0,0,1.0,False,0,1
2596,1,0,1,0,0,0,1.0,False,0,1
2597,1,0,1,0,0,0,1.0,False,0,1
2598,1,0,1,0,0,0,1.0,False,0,1
2599,0,0,1,0,0,0,2.0,False,0,0
2600,0,0,1,0,0,0,2.0,False,0,0
2601,0,0,1,0,0,0,2.0,False,0,0
2602,0,0,1,0,0,0,2.0,False,0,0
2603,0,0,1,0,0,0,2.0,False,1,1
2604,0,0,1,0,0,0,2.0,False,1,1
2605,0,0,1,0,0,0,2.0,False,1,1
2606,0,0,1,0,0,0,2.0,False,1,1
2607,0,0,1,0,0,0,2.0,False,1,1
2608,0,0,1,0,0,0,2.0,False,1,1
2609,0,0,1,0,0,0,2.0,False,1,1
2610,0,0,1,0,0,0,2.0,False,1,1
2611,0,0,1,0,1,1,2.0,False,1,1
2612,0,0,1,0,1,1,2.0,False,1,1
2613,0,0,1,0,1,1,2.0,False,1,1
2614,0,0,1,0,1,1,1.0,False,1,1
2615,0,0,1,0,0,0,1.0,False,1,0
2616,0,0,1,0,0,0,1.0,False,1,0
2617,1,0,1,0,0,0,2.0,False,1,1
2618,1,0,1,0,0,0,2.0,False,1,1
2619,1,0,1,0,0,0,2.0,False,1,1
2620,0,0,1,0,0,0,1.0,False,1,1
2621,0,0,1,0,0,0,1.0,False,1,1
2622,0,0,1,0,0,0,1.0,False,1,1
2623,0,0,1,0,1,0,2.0,False,1,1
2624,0,0,1,0,1,0,2.0,False,1,1
2625,0,0,1,0,1,0,2.0,False,1,1
2626,0,1,1,0,1,1,3.0,False,1,0
2627,0,1,1,0,1,1,3.0,False,1,0
2628,0,1,1,0,1,1,3.0,False,1,0
2629,1,0,1,0,1,0,2.0,False,1,1
2630,1,0,1,1,1,0,2.0,False,1,0
2631,1,0,1,1,1,0,2.0,False,1,0
2632,1,0,1,1,1,0,2.0,False,1,0
2633,0,2,1,0,0,1,4.0,False,1,1
2634,0,0,1,0,0,0,2.0,False,1,0
2635,0,0,1,0,0,0,2.0,False,1,0
2636,1,0,1,0,0,1,1.0,False,1,1
2637,1,0,1,0,0,1,1.0,False,1,1
2638,1,0,1,0,1,0,2.0,False,1,1
2639,0,0,1,0,0,0,2.0,False,1,1
2640,0,0,1,0,0,0,2.0,False,1,1
2641,0,0,1,0,0,0,2.0,False,1,1
2642,0,0,1,0,0,0,2.0,False,1,1
2643,0,0,1,0,0,0,2.0,False,1,1
2644,0,0,1,0,0,0,2.0,False,1,0
2645,0,0,1,0,0,0,2.0,False,1,0
2646,0,0,1,0,0,0,2.0,False,1,0
2647,0,0,1,0,0,1,2.0,False,1,0
2648,1,0,1,0,0,0,2.0,False,1,0
2649,1,0,1,0,0,0,2.0,False,1,0
2650,1,0,1,0,0,0,2.0,False,1,0
2651,1,1,1,0,1,0,2.0,False,0,1
2652,1,1,1,0,1,0,2.0,False,0,1
2653,0,0,1,0,0,1,2.0,False,1,1
2654,0,0,1,0,0,1,2.0,False,1,1
2655,0,0,1,0,0,1,2.0,False,1,1
2656,0,0,1,0,0,1,2.0,False,1,1
2657,0,0,1,0,0,1,2.0,False,1,1
2658,0,0,1,0,0,1,2.0,False,1,1
2659,0,0,1,0,0,1,2.0,False,1,1
2660,0,0,1,0,0,1,2.0,False,1,1
2661,0,0,1,0,0,1,2.0,False,1,1
2662,0,0,1,0,0,1,2.0,False,1,1
2663,0,0,1,0,0,1,2.0,False,1,1
2664,0,0,1,0,0,1,2.0,False,1,1
2665,0,0,1,0,0,0,2.0,False,1,0
2666,0,0,1,0,0,0,2.0,False,1,0
2667,0,0,1,0,0,0,2.0,False,1,0
2668,1,0,1,0,0,0,2.0,False,0,0
2669,0,0,1,0,0,0,2.0,False,1,0
2670,0,0,1,0,0,0,2.0,False,1,0
2671,0,2,1,0,0,0,4.0,False,1,1
2672,0,2,1,0,0,0,4.0,False,1,1
2673,0,2,1,0,0,0,4.0,False,1,1
2674,0,2,1,0,0,0,4.0,False,1,1
2675,0,2,1,0,0,0,4.0,False,1,0
2676,0,2,1,0,0,0,4.0,False,1,0
2677,1,2,1,0,0,0,4.0,False,0,0
2678,1,2,1,0,0,0,4.0,False,0,0
2679,1,2,1,0,0,0,4.0,False,0,0
2680,1,2,1,0,0,0,4.0,False,0,0
2681,1,0,1,0,1,0,1.0,False,1,1
2682,1,0,1,0,1,0,1.0,False,1,1
2683,1,0,1,0,1,0,1.0,False,1,1
2684,1,1,1,1,1,0,3.0,False,1,0
2685,1,1,1,0,0,0,2.0,False,1,0
2686,0,0,1,0,0,1,1.0,False,0,0
2687,0,0,1,0,0,1,1.0,False,0,0
2688,1,0,1,0,0,0,2.0,False,0,0
2689,1,0,1,0,0,0,2.0,False,0,0
2690,1,0,1,0,0,0,2.0,False,1,1
2691,1,0,1,0,0,0,2.0,False,1,1
2692,1,0,1,0,0,0,2.0,False,1,1
2693,0,0,1,0,1,1,2.0,False,1,0
2694,0,0,1,0,1,1,2.0,False,1,0
2695,0,0,1,0,1,1,2.0,False,1,0
2696,0,0,1,0,0,0,2.0,False,1,0
2697,0,0,1,0,0,0,2.0,False,1,0
2698,0,0,1,0,0,0,2.0,False,1,0
2699,0,0,1,0,0,0,2.0,False,1,0
2700,0,0,1,0,0,0,2.0,False,1,0
2701,0,0,1,0,0,0,2.0,False,1,0
2702,0,0,1,0,0,0,2.0,False,1,0
2703,0,0,1,0,0,0,2.0,False,1,0
2704,0,0,1,0,1,0,2.0,False,1,0
2705,1,0,1,0,0,1,2.0,False,1,0
2706,0,1,1,0,0,0,2.0,False,1,1
2707,0,1,1,0,0,0,2.0,False,1,1
2708,0,1,1,0,0,0,2.0,False,1,1
2709,0,1,1,0,0,0,2.0,False,1,1
2710,1,1,1,0,1,0,3.0,False,0,1
2711,1,1,1,0,1,0,3.0,False,0,1
2712,0,0,1,0,0,0,1.0,False,1,0
2713,0,0,1,0,0,0,1.0,False,1,0
2714,0,0,1,0,0,0,1.0,False,1,0
2715,0,0,1,0,0,0,1.0,False,1,0
2716,0,0,1,0,0,0,1.0,False,1,0
2717,0,0,1,0,0,0,1.0,False,1,0
2718,0,0,1,0,0,1,2.0,False,1,0
2719,0,0,1,0,0,1,2.0,False,1,0
2720,0,0,1,0,0,1,2.0,False,1,0
2721,1,0,1,0,0,1,2.0,False,1,1
2722,1,0,1,0,0,1,2.0,False,1,1
2723,1,0,1,0,0,0,2.0,False,1,0
2724,1,0,1,0,0,0,2.0,False,1,0
2725,1,0,1,0,0,0,2.0,False,1,0
2726,1,0,1,0,0,0,2.0,False,1,0
2727,1,0,1,0,0,0,2.0,False,1,0
2728,1,0,1,0,0,0,2.0,False,1,0
2729,1,0,1,0,0,0,2.0,False,1,0
2730,1,0,1,0,0,0,2.0,False,1,0
2731,1,0,1,0,0,0,2.0,False,1,0
2732,1,0,1,0,0,0,2.0,False,1,0
2733,1,0,1,0,0,0,2.0,False,1,0
2734,1,0,1,0,0,0,2.0,False,1,0
2735,1,0,1,0,0,0,2.0,False,1,0
2736,1,0,1,0,0,0,2.0,False,1,0
2737,1,0,1,0,0,0,2.0,False,1,0
2738,1,0,1,0,0,0,2.0,False,1,0
2739,0,1,1,0,0,0,3.0,False,0,1
2740,0,1,1,0,0,0,3.0,False,0,1
2741,0,1,1,0,0,0,3.0,False,0,1
2742,0,0,1,0,0,1,2.0,False,1,0
2743,1,2,1,0,1,0,4.0,False,1,0
2744,1,2,1,0,1,0,4.0,False,1,0
2745,0,0,1,0,0,0,2.0,False,1,0
2746,0,0,1,0,0,0,2.0,False,1,0
2747,0,0,1,0,0,0,2.0,False,1,0
2748,0,0,1,0,0,0,2.0,False,1,0
2749,0,0,1,0,0,0,2.0,False,1,0
2750,0,0,1,0,0,0,2.0,False,1,0
2751,0,0,1,0,0,0,2.0,False,1,0
2752,0,1,1,0,0,0,3.0,False,1,1
2753,0,1,1,0,0,0,3.0,False,1,1
2754,0,1,1,0,0,0,3.0,False,1,1
2755,0,1,1,0,0,0,3.0,False,1,1
2756,0,1,1,0,0,0,3.0,False,1,1
2757,0,1,1,0,0,0,3.0,False,1,1
2758,0,1,1,0,0,0,3.0,False,1,1
2759,0,1,1,0,0,0,3.0,False,1,1
2760,0,1,1,0,0,0,3.0,False,1,1
2761,0,0,1,0,0,0,2.0,False,1,0
2762,0,0,1,0,0,0,2.0,False,1,0
2763,0,0,1,0,0,0,2.0,False,1,0
2764,0,0,1,0,0,0,2.0,False,1,0
2765,1,0,1,0,0,0,2.0,False,1,0
2766,1,0,1,0,0,0,2.0,False,1,0
2767,1,0,1,0,0,0,2.0,False,1,0
2768,1,0,1,0,0,0,2.0,False,1,0
2769,1,0,1,0,0,0,2.0,False,1,0
2770,1,0,1,0,0,0,2.0,False,1,0
2771,1,0,1,0,0,0,2.0,False,1,0
2772,1,0,1,0,0,0,2.0,False,1,0
2773,1,0,1,0,0,0,2.0,False,1,0
2774,0,0,1,1,1,0,2.0,False,1,0
2775,0,1,1,0,0,0,3.0,False,1,1
2776,0,1,1,0,0,0,3.0,False,1,1
2777,1,1,1,0,0,0,3.0,False,1,1
2778,1,1,1,0,0,0,3.0,False,1,1
2779,1,1,1,0,0,0,3.0,False,1,1
2780,1,1,1,0,0,0,3.0,False,1,1
2781,1,1,1,0,0,0,3.0,False,1,1
2782,1,1,1,0,0,0,3.0,False,1,1
2783,1,1,1,0,0,0,3.0,False,1,1
2784,1,1,1,0,0,0,3.0,False,1,1
2785,1,0,1,0,0,0,2.0,False,1,0
2786,1,1,1,0,0,0,3.0,False,1,0
2787,1,1,1,0,0,0,3.0,False,1,0
2788,1,1,1,0,0,0,3.0,False,1,0
2789,0,3,1,0,0,0,5.0,False,1,0
2790,1,3,1,0,0,1,5.0,False,0,0
2791,1,3,1,0,0,1,5.0,False,0,0
2792,1,3,1,0,0,1,5.0,False,0,0
2793,1,3,1,0,0,1,5.0,False,0,0
2794,1,3,1,0,0,1,5.0,False,0,0
2795,0,2,1,0,0,0,3.0,False,1,1
2796,1,0,1,0,0,0,1.0,False,0,0
2797,0,0,1,0,0,0,1.0,False,0,0
2798,1,0,1,1,0,0,1.0,False,1,1
2799,1,0,1,1,0,0,1.0,False,1,1
2800,1,0,1,1,0,0,1.0,False,1,1
2801,1,0,1,1,0,0,1.0,False,1,1
2802,1,0,1,1,0,0,1.0,False,1,1
2803,1,0,1,1,0,0,1.0,False,1,1
2804,1,0,1,1,0,0,1.0,False,1,1
2805,1,0,1,1,0,0,1.0,False,1,1
2806,1,0,1,1,0,0,1.0,False,1,1
2807,0,0,1,0,0,0,2.0,False,0,0
2808,0,0,1,0,0,0,2.0,False,0,0
2809,0,0,1,0,0,0,2.0,False,0,0
2810,0,0,1,0,0,0,2.0,False,0,0
2811,0,0,1,0,0,0,2.0,False,1,1
2812,0,0,1,0,0,0,2.0,False,1,1
2813,0,0,1,0,0,0,2.0,False,1,1
2814,0,0,1,0,0,0,2.0,False,1,1
2815,0,0,1,0,0,0,2.0,False,1,1
2816,0,0,1,0,0,0,2.0,False,1,1
2817,0,0,1,0,0,0,2.0,False,1,1
2818,0,0,1,0,0,0,1.0,False,1,0
2819,0,0,1,0,0,0,1.0,False,1,0
2820,0,0,1,0,0,0,1.0,False,1,0
2821,0,0,1,0,0,0,1.0,False,1,0
2822,0,0,1,0,0,0,1.0,False,1,0
2823,0,0,1,0,0,0,2.0,False,1,0
2824,0,0,1,0,0,0,2.0,False,1,0
2825,0,0,1,0,0,0,2.0,False,1,0
2826,0,0,1,0,0,0,2.0,False,1,0
2827,0,0,1,0,0,0,1.0,False,1,1
2828,0,0,1,0,0,0,1.0,False,1,1
2829,0,0,1,0,0,0,1.0,False,1,1
2830,0,0,1,0,0,0,1.0,False,1,1
2831,0,0,1,0,0,0,1.0,False,1,1
2832,0,3,1,0,1,0,5.0,False,1,1
2833,0,3,1,0,1,0,5.0,False,1,1
2834,0,3,1,0,1,0,5.0,False,1,1
2835,0,3,1,0,1,0,5.0,False,1,1
2836,0,3,1,0,1,0,5.0,False,1,1
2837,0,3,1,0,1,0,5.0,False,1,1
2838,0,0,1,1,1,1,1.0,False,1,0
2839,0,0,1,1,1,1,1.0,False,1,0
2840,0,0,1,1,1,1,1.0,False,1,0
2841,0,0,1,1,1,1,1.0,False,1,0
2842,0,2,1,0,0,0,3.0,False,0,0
2843,0,2,1,0,0,0,3.0,False,0,0
2844,1,0,1,0,0,0,2.0,False,1,1
2845,1,0,1,0,0,0,2.0,False,1,1
2846,1,0,1,0,0,0,2.0,False,1,1
2847,1,0,1,0,0,0,2.0,False,1,1
2848,1,0,1,0,0,0,2.0,False,1,1
2849,0,0,1,0,0,0,2.0,False,1,0
2850,0,0,1,0,0,0,2.0,False,1,0
2851,0,0,1,0,0,0,2.0,False,1,0
2852,0,1,1,0,1,0,3.0,False,1,0
2853,0,2,1,0,1,0,4.0,False,1,0
2854,1,0,1,0,0,0,1.0,False,1,0
2855,1,0,1,0,0,0,1.0,False,1,0
2856,0,0,1,0,0,0,2.0,False,1,0
2857,0,0,1,0,0,0,2.0,False,1,0
2858,0,0,1,0,0,0,2.0,False,1,0
2859,0,0,1,0,0,0,2.0,False,1,0
2860,0,0,1,0,0,0,2.0,False,1,0
2861,0,0,1,0,0,0,2.0,False,1,0
2862,0,0,1,0,0,0,2.0,False,1,0
2863,0,0,1,0,0,0,2.0,False,1,0
2864,0,0,1,0,0,0,2.0,False,1,0
2865,0,0,1,0,0,0,2.0,False,1,0
2866,1,2,1,0,0,0,4.0,False,1,1
2867,1,2,1,0,0,0,4.0,False,1,1
2868,1,2,1,0,0,0,4.0,False,1,1
2869,1,2,1,0,0,0,4.0,False,1,1
2870,1,2,1,0,0,0,4.0,False,1,1
2871,1,2,1,0,0,0,4.0,False,1,1
2872,1,2,1,0,0,0,4.0,False,1,1
2873,1,2,1,0,0,0,4.0,False,1,1
2874,0,1,1,0,0,1,3.0,False,1,0
2875,0,0,1,0,0,0,2.0,False,1,0
2876,0,1,1,0,0,0,2.0,False,1,0
2877,0,1,1,0,0,0,2.0,False,1,0
2878,0,1,1,0,0,0,2.0,False,1,0
2879,0,0,1,0,1,0,1.0,False,1,0
2880,0,0,1,0,0,1,2.0,False,1,0
2881,0,0,1,0,0,1,2.0,False,1,0
2882,0,0,1,0,0,1,2.0,False,1,0
2883,0,0,1,0,0,1,2.0,False,1,0
2884,1,2,1,0,0,1,4.0,False,1,1
2885,1,2,1,0,0,1,4.0,False,1,1
2886,1,2,1,0,0,1,4.0,False,1,1
2887,1,2,1,0,0,1,4.0,False,1,1
2888,1,2,1,0,0,1,4.0,False,1,1
2889,1,2,1,0,0,1,4.0,False,1,1
2890,1,2,1,0,0,1,4.0,False,1,1
2891,1,1,1,0,0,1,3.0,False,0,1
2892,1,1,1,0,0,1,3.0,False,0,1
2893,1,1,1,0,0,1,3.0,False,0,1
2894,1,1,1,0,0,1,3.0,False,0,1
2895,0,2,1,0,0,0,4.0,False,1,1
2896,0,2,1,0,0,0,4.0,False,1,1
2897,0,2,1,0,0,0,4.0,False,1,1
2898,0,0,1,0,0,0,2.0,False,1,0
2899,0,0,1,0,0,0,2.0,False,1,0
2900,0,0,1,0,0,0,2.0,False,1,0
2901,0,0,1,0,0,0,2.0,False,1,0
2902,0,0,1,0,0,0,2.0,False,1,0
2903,0,0,1,0,0,0,2.0,False,1,0
2904,0,0,1,0,0,0,2.0,False,1,0
2905,0,0,1,0,0,0,2.0,False,1,0
2906,0,0,1,1,0,0,2.0,False,1,1
2907,0,0,1,0,0,0,1.0,False,1,0
2908,0,0,1,0,1,0,2.0,False,0,0
2909,1,0,1,0,1,0,2.0,False,0,1
2910,0,0,1,1,1,0,2.0,False,0,0
2911,0,0,1,0,0,0,2.0,False,0,1
2912,0,0,1,1,1,0,2.0,False,0,0
2913,0,0,1,1,0,0,2.0,False,0,0
2914,0,3,1,1,0,0,5.0,False,1,0
2915,0,0,1,0,0,0,2.0,False,1,1
2916,0,0,1,0,0,0,2.0,False,1,0
2917,0,1,1,0,1,0,3.0,False,0,0
2918,0,0,1,0,0,0,2.0,False,1,0
2919,1,0,1,0,0,0,2.0,False,1,1
2920,1,0,1,0,0,0,2.0,False,0,1
2921,1,0,1,0,0,0,2.0,False,1,1
2922,1,0,1,0,1,0,2.0,False,1,1
2923,1,0,1,0,0,0,2.0,False,1,1
2924,0,2,1,0,1,1,4.0,False,1,0
2925,0,0,1,0,1,0,2.0,False,1,0
2926,1,0,1,0,1,0,2.0,False,1,1
2927,0,0,1,1,0,0,2.0,False,1,1
2928,0,0,1,0,0,0,2.0,False,0,0
2929,1,0,1,0,0,0,2.0,False,1,1
2930,0,0,1,0,1,0,2.0,False,1,0
2931,0,0,1,0,1,0,2.0,False,1,0
2932,0,0,1,0,1,0,2.0,False,1,0
2933,0,0,1,0,0,0,2.0,False,1,1
2934,0,0,1,0,1,0,2.0,False,1,1
2935,1,0,1,0,1,0,2.0,False,1,0
2936,1,0,1,0,1,0,2.0,False,1,0
2937,1,0,1,0,1,0,2.0,False,1,0
2938,1,0,1,0,1,0,2.0,False,1,0
2939,1,0,1,0,1,0,2.0,False,1,0
2940,0,0,1,0,0,0,1.0,False,1,0
2941,0,0,1,0,0,0,1.0,False,1,0
2942,0,0,1,0,0,0,1.0,False,1,0
2943,0,0,1,0,0,0,1.0,False,1,0
2944,0,0,1,0,1,0,2.0,False,0,0
2945,0,2,1,0,1,0,4.0,False,1,0
2946,0,2,1,0,1,0,4.0,False,1,0
2947,0,0,1,0,0,0,2.0,False,1,0
2948,1,0,1,1,0,0,2.0,False,1,0
2949,1,0,1,1,0,0,2.0,False,1,0
2950,1,0,1,1,0,0,2.0,False,1,0
2951,1,0,1,1,0,0,2.0,False,1,0
2952,1,0,1,1,0,0,2.0,False,1,0
2953,1,0,1,1,0,0,2.0,False,1,0
2954,1,2,1,0,0,0,4.0,False,1,1
2955,1,2,1,0,0,0,4.0,False,1,1
2956,1,2,1,0,0,0,4.0,False,1,1
2957,1,2,1,0,0,0,4.0,False,1,1
2958,1,2,1,0,0,0,4.0,False,1,1
2959,1,2,1,0,0,0,4.0,False,1,1
2960,1,2,1,0,0,0,4.0,False,1,1
2961,1,2,1,0,0,0,4.0,False,1,1
2962,1,2,1,0,0,0,4.0,False,1,1
2963,1,2,1,0,0,0,4.0,False,1,1
2964,1,2,1,0,0,0,4.0,False,1,1
2965,1,0,1,1,1,0,2.0,False,1,1
2966,1,0,1,0,0,0,2.0,False,1,0
2967,0,0,1,0,0,0,2.0,False,0,0
2968,0,0,1,0,0,0,2.0,False,0,0
2969,0,0,1,0,1,0,1.0,False,1,0
2970,0,0,1,0,0,0,2.0,False,0,0
2971,0,0,1,0,0,0,2.0,False,0,0
2972,0,0,1,0,0,0,2.0,False,0,0
2973,0,0,1,0,0,0,2.0,False,1,0
2974,0,0,1,0,0,0,2.0,False,0,0
2975,0,0,1,0,0,0,2.0,False,0,0
2976,0,0,1,0,0,0,2.0,False,1,0
2977,0,0,1,0,1,0,2.0,False,1,0
2978,0,0,1,0,1,0,2.0,False,1,0
2979,0,0,1,0,0,0,2.0,False,1,0
2980,0,0,1,0,0,0,2.0,False,1,0
2981,0,0,1,1,0,0,2.0,False,1,1
2982,0,0,1,1,0,0,2.0,False,1,1
2983,0,0,1,0,0,0,1.0,False,0,0
2984,0,0,1,0,0,0,1.0,False,0,0
2985,0,0,1,0,0,0,1.0,False,0,0
2986,0,0,1,0,0,0,2.0,False,1,0
2987,0,0,1,0,0,0,2.0,False,1,0
2988,1,0,1,0,0,0,2.0,False,1,1
2989,1,0,1,0,0,0,2.0,False,1,1
2990,1,0,1,0,0,0,2.0,False,1,1
2991,1,0,1,0,0,0,2.0,False,1,1
2992,0,0,1,0,0,1,1.0,False,1,1
2993,1,2,1,0,1,0,4.0,False,1,1
2994,0,2,1,0,1,0,4.0,False,1,0
2995,0,2,1,0,1,0,4.0,False,1,0
2996,0,2,1,0,1,0,4.0,False,1,0
2997,0,0,1,0,0,0,2.0,False,1,0
2998,0,0,1,0,0,0,2.0,False,1,0
2999,0,0,1,0,0,0,2.0,False,1,0
3000,0,0,1,0,0,0,2.0,False,1,0
3001,0,0,1,0,0,0,2.0,False,1,0
3002,1,1,1,0,0,0,3.0,False,1,1
3003,0,0,1,0,0,0,2.0,False,0,0
3004,1,0,1,0,1,0,1.0,False,0,0
3005,1,0,1,0,1,0,1.0,False,0,0
3006,1,0,1,0,1,0,1.0,False,0,0
3007,0,0,1,0,0,0,2.0,False,0,0
3008,0,1,1,0,0,1,3.0,False,1,0
